Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age,Volume,Density
M,1.425,1.1375,0.375,26.705229,10.02154825,5.54232725,6.84640425,10.0,0.3810868471344298,70.07649096474755
F,1.6,1.2625,0.4125,37.43551475,19.6462035,7.55514175,9.63883,10.0,0.516388554568307,72.49485763931295
M,1.5625,1.2125,0.425,32.02076025,13.62193475,6.30776375,7.5126175,10.0,0.49072965792934387,65.25132470108503
M,1.575,1.2,0.4125,31.19862475,14.685041,7.58349125,7.654365,10.0,0.4665265090580843,66.87428076271578
F,1.3875,1.05,0.35,23.11901725,12.51630425,4.26659975,5.8116475,10.0,0.3030655163009903,76.28389244733236
F,1.4125,1.1,0.4,26.7902775,11.8217415,5.74077375,9.355335,10.0,0.3801327110843651,70.47611720543112
M,1.475,1.1625,0.3875,31.26581175,14.0897015,7.75358825,8.9300925,10.0,0.41128939486711025,76.01900788154809
M,1.5625,1.225,0.3875,31.127751,14.92601175,6.93145275,9.355335,10.0,0.4567028960924647,68.1575511483024
M,1.3,1.0,0.3375,20.638436,7.69688925,4.3374735,5.6982495,10.0,0.2650718801466388,77.85977142721715
F,1.525,1.1875,0.4375,30.674159,13.13999325,7.6260155,8.9300925,10.0,0.48454618137337685,63.30492361545082
M,1.6375,1.2625,0.4125,39.3774555,19.03668925,8.29222875,10.3475675,10.0,0.516388554568307,76.25547691102285
M,1.0,0.775,0.2625,9.00096625,3.628736,2.11203775,2.83495,10.0,0.12382906512128053,72.6886393043853
M,1.525,1.2125,0.5,37.32211675,19.0792135,7.47009325,10.0640725,10.0,0.5773290093286398,64.64618293371551
F,1.6,1.275,0.4125,33.38153625,15.63474925,6.42116175,9.3836845,10.0,0.5266646918663529,63.38290142767145
M,1.125,0.8375,0.3125,13.36678925,5.28718175,2.5798045,4.252425,10.0,0.17215099392046607,77.64572800651659
M,1.3875,1.0875,0.3625,21.38969775,9.59630575,4.3374735,6.9456275,10.0,0.336710316921686,63.52551934122926
F,1.575,1.225,0.3625,33.40988575,21.16290175,6.84640425,8.788345,10.0,0.4272381931187573,78.19967008594013
F,1.5875,1.2625,0.4125,35.62114675,14.6566915,9.96484925,9.07184,10.0,0.516388554568307,68.98128634895625
M,1.525,1.175,0.375,29.13687875,14.7133905,5.556502,8.788345,10.0,0.40662762725272583,71.65494127109801
F,1.6125,1.275,0.3875,39.3774555,18.18620425,7.2858215,9.79475225,10.0,0.4947456196320285,79.5913171081481
M,1.525,1.2375,0.425,36.1456125,17.519991,8.03708325,9.63883,10.0,0.5111745538702838,70.71089948889035
F,1.6125,1.3125,0.45,42.2124055,16.4143605,10.53183925,11.80756675,10.0,0.608836974711811,69.33285469395312
M,1.3125,1.0,0.35,18.2854275,7.994559,4.706017,5.03203625,10.0,0.2748893571891069,66.5192268153938
M,1.6,1.2125,0.3875,29.72445075,13.99047825,5.556502,8.50485,10.0,0.4474299822296959,66.43374814059833
F,1.4375,1.125,0.3875,28.02348075,12.65805175,6.3786375,7.654365,10.0,0.3851825758380845,72.75376018509196
F,1.4375,1.1625,0.375,25.287754,10.546014,5.93922025,7.087375,10.0,0.3980219950326873,63.53355923941655
M,1.325,0.95,0.325,18.21455375,8.40562675,3.52951275,4.9611625,10.0,0.23036709880151404,79.06751374116054
F,1.4,1.125,0.4125,25.174356,10.9712565,5.14543425,7.7961125,10.0,0.41003306460183186,61.39591699622053
M,1.7125,1.3375,0.4375,48.23667425,23.6151335,10.95708175,11.4815475,10.0,0.6146891114175945,78.47328568869017
M,1.3625,1.075,0.4125,22.622901,9.525432,5.5281525,6.80388,10.0,0.3743956229376726,60.42512148643933
M,1.2625,0.95,0.3125,17.0097,8.06543275,3.6570855,5.2446575,10.0,0.2215068257706866,76.7908615945279
M,1.4375,1.1125,0.4125,26.1098895,12.34620725,6.19436575,7.83863675,10.0,0.4009718400877914,65.1165166468631
I,1.25,0.9375,0.3125,17.70426275,8.3631025,3.4869885,4.819415,10.0,0.21571604829641827,82.07207062161801
F,1.525,1.2,0.375,30.674159,14.35902175,7.030676,8.50485,10.0,0.4241150082346221,72.32509674128517
M,1.55,1.2,0.4125,34.79901125,17.2648455,8.731646,8.88756825,10.0,0.4665265090580843,74.59171252724546
F,1.4,1.0,0.325,23.37416275,12.1052365,5.6699,5.953395,10.0,0.2552544031041707,91.5720256565403
M,1.4,1.1125,0.3875,26.01066625,9.6671795,6.23689,7.37087,10.0,0.3766705164461071,69.05416037180476
I,1.325,1.0125,0.3375,19.40523275,8.29222875,3.4302895,4.819415,10.0,0.27174009463157767,71.4110031363219
F,1.4625,1.15,0.3875,27.1304715,11.2547515,6.19436575,7.2291225,10.0,0.402492015048586,67.40623536773766
F,1.675,1.35,0.4125,46.096287,23.11901725,8.23552975,13.0691195,10.0,0.590447613026638,78.07007088014151
I,1.15,0.875,0.225,11.2547515,4.706017,2.1262125,3.8271825,10.0,0.13529710549151355,83.18545662239573
I,1.375,1.0375,0.3625,24.79163775,11.04213025,6.22271525,6.3786375,10.0,0.3064602157845813,80.89675746827338
M,1.5375,1.1875,0.4,34.6147395,17.42076775,7.35669525,8.9300925,10.0,0.4430136515413732,78.13470167243214
F,1.475,1.1625,0.3625,28.689694,12.2186345,7.2858215,7.93786,10.0,0.3847545951982644,74.56621534361707
M,1.8125,1.4,0.525,53.276478,25.61377325,11.0846545,12.8990225,10.0,0.8081747101359742,65.9219811407317
M,1.3,1.0,0.3125,18.9091165,8.278054,4.72019175,4.53592,10.0,0.2454369260617026,77.0426716281733
F,1.2125,0.95,0.3375,14.911837,6.0384435,4.03980375,3.96893,10.0,0.23922737183234152,62.33332283753345
F,1.6125,1.275,0.425,32.0065855,12.7289255,7.01650125,10.98543125,10.0,0.5426242279835151,58.98480725591995
I,1.3125,1.0125,0.3375,22.12678475,9.07184,4.195726,5.953395,10.0,0.27174009463157767,81.42627895967748
M,1.3875,1.0875,0.3375,22.339406,9.99319875,4.52174525,6.066793,10.0,0.31348891575467325,71.26059288642323
F,1.625,1.1875,0.45,37.32211675,15.63474925,7.72523875,10.489315,10.0,0.4983903579840448,74.88531058458962
I,1.3,1.1,0.375,23.88445375,9.79475225,3.86970675,6.0951425,10.0,0.3563744166415922,67.02067442181388
M,1.45,1.1,0.375,26.01066625,10.8578585,6.6054335,7.2291225,10.0,0.3563744166415922,72.986906566189
M,1.25,0.975,0.35,18.01610725,7.0590255,4.309124,5.2446575,10.0,0.2613166951778947,68.94357529562092
M,1.525,1.2125,0.425,33.57998275,15.52135125,8.3064035,8.0796075,10.0,0.49072965792934387,68.428680042882
I,1.525,1.175,0.3375,28.0943545,11.453198,6.066793,8.1930055,10.0,0.36596486452745325,76.76790102863133
M,1.55,1.2125,0.4,30.7592075,14.10387625,6.8889285,8.788345,10.0,0.4618632074629119,66.5980900902785
M,1.5625,1.1875,0.4375,32.431828,13.4660125,8.43397625,9.2135875,10.0,0.48454618137337685,66.93237764886852
F,1.6125,1.25,0.4375,37.32211675,17.08057375,9.015141,10.77281,10.0,0.5368932757599745,69.51496402552333
M,1.4875,1.15,0.375,29.1716355,12.643877,7.98038425,8.3631025,10.0,0.38950840165992195,74.8934692440078
M,1.3875,1.0625,0.35,21.4605715,9.922325,4.649318,5.5281525,10.0,0.3103243133892652,69.15530164431637
I,1.3625,1.0125,0.3125,22.41027975,8.845044,5.0178615,7.37087,10.0,0.2516111987329423,89.06709980657918
M,1.5125,1.2125,0.3875,29.5840635,13.25339125,6.80388,6.80388,10.0,0.4474299822296959,66.11998452265658
F,1.775,1.4375,0.5,50.2636635,17.0097,10.4042665,12.190285,10.0,0.8114758367915041,61.94104768262429
M,1.3,1.075,0.4,23.1409595,11.15552825,4.4508715,6.23689,10.0,0.3630503010304704,63.74036720068111
M,1.475,1.125,0.3875,28.3778495,10.78698475,6.98815175,7.5126175,10.0,0.3851825758380845,73.6737622107001
F,1.5875,1.25,0.475,32.16250775,13.93377925,7.52679225,10.489315,10.0,0.5829126993965437,55.17551390336154
M,1.4,1.1,0.3625,25.41532675,12.06271225,4.57844425,6.9456275,10.0,0.3444952694202058,73.77554644734202
M,1.55,1.225,0.35,33.04134225,15.762322,6.76135575,7.93786,10.0,0.4125058416319036,80.0990893105562
F,1.6625,1.2875,0.4625,40.9083285,18.01610725,9.07184,10.6310625,10.0,0.6021380806111145,67.93845102518982
F,1.3625,1.075,0.3,23.3883375,9.14271375,4.819415,6.80388,10.0,0.2722877257728528,85.89567316563861
M,1.5,1.175,0.475,30.220567,12.23280925,6.56290925,8.3631025,10.0,0.515061661186786,58.673687593766715
F,1.55,1.25,0.425,36.95357325,16.03164225,8.03708325,9.355335,10.0,0.521553467881118,70.85289529399338
F,1.4125,1.0625,0.375,24.84833675,9.85145125,5.74077375,6.80388,10.0,0.3324903357742127,74.73401201914629
M,1.5125,1.1875,0.425,33.40988575,15.4504775,7.767763,7.7961125,10.0,0.47070200476270896,70.9788473640401
F,1.55,1.2,0.4375,32.5168765,13.721158,7.64019025,9.4970825,10.0,0.49480084294039245,65.71710004931668
M,1.575,1.2,0.425,30.94347925,12.813974,7.44174375,8.164656,10.0,0.48066367599923837,64.3765709686143
F,1.375,1.05,0.3375,19.43358225,8.334753,5.216308,5.216308,10.0,0.2922417478616693,66.49830967750289
F,1.25,0.95,0.325,15.4504775,5.443104,3.1467945,4.6776675,10.0,0.23036709880151404,67.06894161701555
M,1.3875,1.075,0.375,22.97726975,10.78698475,5.216308,6.3786375,10.0,0.34035965721606604,67.50879330981827
M,1.575,1.2125,0.5625,35.62114675,15.46465225,5.93922025,10.0640725,10.0,0.6494951354947198,54.844362649255885
F,1.4375,1.125,0.3875,28.2077525,11.4248485,6.67630725,7.44174375,10.0,0.3851825758380845,73.23216123840821
F,1.5125,1.175,0.4375,32.13415825,16.499409,7.3992195,8.6465975,10.0,0.47439889846151345,67.73657855069186
F,1.4125,1.1375,0.35,22.9914445,9.76640275,5.896696,6.23689,10.0,0.3556810573254678,64.6406212152073
M,1.25,0.9875,0.3875,21.27629975,7.4559185,4.69184225,7.2291225,10.0,0.2967807970130229,71.69028442586999
M,1.4125,1.1125,0.4,26.2232875,9.31281075,5.8116475,8.0796075,10.0,0.3888211782669493,67.44305342852525
M,1.4875,1.1875,0.3875,31.6096925,14.47241975,7.711064,7.5126175,10.0,0.42916947493070523,73.65317047561172
M,1.375,1.075,0.35,21.1203775,8.17883075,4.53592,6.27941425,10.0,0.3176690134016616,66.48548208665015
M,1.5375,1.1875,0.375,32.16250775,15.06775925,7.2858215,8.9300925,10.0,0.4153252983200373,77.43931775910393
M,1.625,1.25,0.475,41.34774575,17.0380495,9.8372765,12.190285,10.0,0.5829126993965437,70.93299870255866
M,1.475,1.15,0.375,24.323871,10.9712565,4.932813,7.654365,10.0,0.38950840165992195,62.447615754478804
M,1.5625,1.225,0.3875,35.6920205,16.782904,7.47009325,8.9300925,10.0,0.4567028960924647,78.15150901248882
M,1.4375,1.125,0.375,24.93338525,9.808927,5.68407475,7.2291225,10.0,0.3727573314562108,66.88905393918192
F,1.6125,1.3,0.475,41.23434775,16.5844575,8.51902475,11.7650425,10.0,0.6304783756673016,65.40168440568219
F,1.375,1.125,0.35,25.92561775,10.716111,5.3013565,8.06543275,10.0,0.34790684269246336,74.51884978565161
F,1.175,0.9,0.325,16.45688475,7.2291225,3.118445,4.309124,10.0,0.20675606651437828,79.5956560184199
I,1.325,1.025,0.4,18.1153305,8.50485,4.32329875,5.6699,10.0,0.33006357816777765,54.884366825810844
M,1.4375,1.1125,0.4125,27.91008275,12.85649825,6.76135575,7.7961125,10.0,0.4009718400877914,69.60609189884552
F,1.2125,0.925,0.2875,13.56523575,5.443104,3.175144,3.9972795,10.0,0.19320181227262076,70.21277694258136
M,0.8875,0.7,0.275,6.406987,2.2963095,1.80019325,2.1262125,10.0,0.10583240251780615,60.53899228945534
M,1.325,1.0375,0.35,21.55979475,8.74582075,4.7343665,5.2446575,10.0,0.29589262213683715,72.86357663906048
M,1.3125,1.0,0.375,23.88445375,9.87980075,5.82582225,7.5126175,10.0,0.2945243112740431,81.09501605039479
M,1.8,1.4375,0.5,67.5001595,23.926978,14.401546,14.17475,10.0,0.8114758367915041,83.18197097142043
M,1.7,1.35,0.4375,43.70075425,18.0586315,10.886208,13.097469,10.0,0.6262323168464342,69.78361396305323
M,1.5625,1.25,0.35,30.74503275,15.52135125,5.8683465,7.7961125,10.0,0.4295146206079795,71.58087588841632
M,1.575,1.3125,0.55,39.179009,17.13727275,9.015141,12.757275,10.0,0.7441340802033246,52.650469911678904
F,1.5,1.175,0.4,30.4190135,12.40290625,5.386405,9.2135875,10.0,0.43373613573624087,70.13253218656905
I,1.15,0.9,0.3125,15.37960375,7.29999625,2.4664065,4.53592,10.0,0.1988039101099791,77.36067032832474
M,1.625,1.2625,0.3875,35.6920205,17.16562225,6.7755305,8.9300925,10.0,0.48509227853386416,73.57779556474294
F,1.05,0.775,0.2625,8.51902475,3.55786225,1.85689225,2.83495,10.0,0.12382906512128053,68.79664916840247
F,1.525,1.175,0.3875,29.10076175,12.417081,5.726599,9.39785925,10.0,0.4201818814944833,69.25753591872112
F,1.85,1.375,0.5375,53.6089045,25.3161035,12.47378,13.324265,10.0,0.7981302039368992,67.16811898054465
F,1.525,1.2125,0.375,30.8726055,14.72756525,7.2858215,8.0796075,10.0,0.4329967569964799,71.29985386992398
F,1.45,1.1375,0.375,27.8675585,12.927372,6.13766675,7.654365,10.0,0.3810868471344298,73.12652931883953
I,1.4,1.075,0.4375,24.1821235,10.4609655,4.89028875,7.66853975,10.0,0.39708626675207703,60.898916746214844
I,1.375,1.0625,0.3375,24.097075,9.1001895,4.77689075,7.93786,10.0,0.29924130219679146,80.52723612381865
F,1.4125,1.1625,0.4125,27.9667818,12.813974,6.87475375,7.93786,10.0,0.437824194535956,63.87673899484157
M,1.3375,1.05,0.325,23.643483,10.64523725,5.88252125,5.953395,10.0,0.2814179794223482,84.01553819884475
F,1.6375,1.275,0.5,41.31939625,18.5122235,8.391452,11.623295,10.0,0.6383814446864884,64.72524631459505
M,1.6375,1.2875,0.4125,34.9549335,15.989118,8.68912175,8.68912175,10.0,0.5370420718963994,65.08788664651053
F,1.5125,1.1875,0.375,31.39707125,13.42348825,6.95980225,8.221355,10.0,0.4153252983200373,75.59633708083526
M,1.45,1.15,0.425,28.689694,13.31009025,5.556502,8.221355,10.0,0.44144285521457816,64.99073132819062
M,1.575,1.2,0.4,38.71124225,17.463292,8.26387925,9.2135875,10.0,0.45238934211693027,85.57063274049061
F,1.45,1.1375,0.425,23.7285315,11.01378075,6.0951425,6.9456275,10.0,0.4318984267523538,54.940073939203536
M,1.4375,1.1125,0.3625,26.932025,13.90542975,4.49339575,7.654365,10.0,0.3523691928044228,76.43127024146011
M,1.5,1.1625,0.375,26.194938,12.587178,6.3786375,7.654365,10.0,0.3980219950326873,65.81279006414898
F,1.5875,1.2625,0.4375,36.0889135,16.499409,7.3992195,9.4970825,10.0,0.5476848306027499,65.8935787216941
F,1.375,1.05,0.4,24.84833675,10.035723,6.22271525,6.6621325,10.0,0.3463605900582747,71.74123576189572
M,1.3,1.0125,0.375,18.030282,7.6260155,3.8838815,5.896696,10.0,0.30193343847953075,59.7160820967577
F,1.4,1.1,0.4,24.90503575,12.0485375,6.10931725,6.633783,10.0,0.3801327110843651,65.5166867354193
F,1.4,1.1375,0.4,33.0271675,16.0174675,8.60407325,8.3631025,10.0,0.4064926369433918,81.24911621609363
F,1.5,1.2125,0.4125,36.55668025,16.839603,7.64019025,12.0485375,10.0,0.47629643269612787,76.75195055118705
M,1.4,1.2125,0.325,27.51318975,11.8784405,6.95980225,7.2291225,10.0,0.3752638560636159,73.31691903026194
M,1.5625,1.25,0.4,34.6147395,15.0535845,7.3992195,10.20582,10.0,0.49087385212340523,70.51656825937
M,1.5,1.125,0.3875,27.91008275,14.13222575,5.5281525,7.29999625,10.0,0.3851825758380845,72.45935953689737
M,1.6375,1.3,0.475,38.22930075,14.35902175,8.391452,13.36678925,10.0,0.6304783756673016,60.6353877078463
F,1.5625,1.225,0.375,32.89959475,15.1669825,7.49844275,8.3631025,10.0,0.441970544605611,74.43843294886923
F,1.5125,1.25,0.4125,32.50270175,13.62193475,6.917278,9.355335,10.0,0.5062136600022615,64.20747664109814
F,1.5125,1.1875,0.425,30.94347925,14.04717725,7.3992195,7.7961125,10.0,0.47070200476270896,65.73900033758997
M,1.5625,1.2,0.3875,32.1199835,13.9763035,7.3425205,9.4970825,10.0,0.4382521751757762,73.2910988681737
I,1.225,0.95,0.3625,16.386011,7.1157245,3.58621175,5.386405,10.0,0.2569479178939964,63.77172126672002
F,1.525,1.1375,0.375,30.91512975,13.42348825,5.8683465,10.0640725,10.0,0.3810868471344298,81.12358110090997
F,1.625,1.2125,0.3875,38.838815,18.8524175,7.38504475,8.788345,10.0,0.4474299822296959,86.80422980698111
F,1.4125,1.0875,0.3375,23.7852305,11.453198,5.329706,6.80388,10.0,0.31348891575467325,75.8726363346562
F,1.7125,1.3,0.425,38.838815,17.860185,9.525432,8.6465975,10.0,0.5641122308602172,68.84944675064838
F,1.575,1.2375,0.425,33.04134225,13.0124205,8.4198015,8.50485,10.0,0.5111745538702838,64.63808106219741
F,1.4375,1.125,0.35,26.20911275,12.246984,5.556502,6.6054335,10.0,0.34790684269246336,75.33370872261881
F,1.5375,1.2,0.4375,35.9755155,14.911837,8.4198015,9.63883,10.0,0.49480084294039245,72.70706186798856
M,1.4375,1.0875,0.3375,25.911443,10.6877615,5.99591925,6.0951425,10.0,0.31348891575467325,82.65505317029293
F,1.3125,1.0625,0.375,20.87940675,9.14271375,4.309124,6.0951425,10.0,0.3324903357742127,62.797033487850825
F,1.475,1.1625,0.4375,32.95629375,13.59358525,6.9456275,10.77281,10.0,0.46435899420480187,70.9715848326282
M,1.5,1.1625,0.3875,30.43318825,14.30232275,7.29999625,9.355335,10.0,0.41128939486711025,73.99458539365725
M,1.6,1.225,0.45,39.19318375,19.220961,7.52679225,10.77281,10.0,0.5303646535267332,73.89855920710308
M,1.425,1.1125,0.3375,26.3933845,10.75863525,5.839997,7.2291225,10.0,0.3280678691627385,80.45098889860355
M,1.575,1.25,0.4375,35.550273,17.22232125,8.7032965,9.02931575,10.0,0.5368932757599745,66.21478533080611
F,1.5,1.15,0.425,31.808139,13.4093135,7.597666,8.278054,10.0,0.44144285521457816,72.05494125516786
F,1.4,1.0875,0.3625,23.85610425,10.4609655,5.783298,6.23689,10.0,0.336710316921686,70.85052952371694
M,1.55,1.225,0.4125,34.5013415,15.0535845,7.087375,8.788345,10.0,0.48616759906617213,70.96594171695106
M,1.4125,1.125,0.35,24.47979325,11.15552825,5.386405,6.3786375,10.0,0.34790684269246336,70.36306920711883
F,1.5625,1.225,0.3875,33.29648775,14.69921575,7.24329725,10.20582,10.0,0.4567028960924647,72.90623299060215
F,1.325,1.025,0.3125,22.41027975,8.7032965,4.7910655,6.3786375,10.0,0.25786217044357623,86.9079776667112
M,1.475,1.1625,0.4125,29.086587,15.025235,6.19436575,7.7961125,10.0,0.437824194535956,66.43439847089421
I,1.0875,0.8,0.25,11.77921725,5.40057975,2.45223175,2.9766975,10.0,0.12566370614359174,93.7360325545411
M,1.3375,1.0375,0.3625,22.6512505,8.71747125,4.8477645,7.2291225,10.0,0.3064602157845813,73.91253198073234
M,1.5,1.2125,0.4,32.2333815,14.911837,7.6827145,8.221355,10.0,0.4618632074629119,69.78988795635638
I,1.3625,1.1,0.35,24.720764,12.133586,4.72019175,6.76135575,10.0,0.33261612219881936,74.32220614135868
M,1.475,1.15,0.3625,27.499015,13.02659525,5.68407475,7.2291225,10.0,0.37652478827125785,73.03374400994025
F,1.4875,1.15,0.3875,27.91008275,11.623295,5.9250455,7.7961125,10.0,0.402492015048586,69.34319615416692
M,1.6,1.275,0.425,39.02308675,16.329312,8.43397625,12.190285,10.0,0.5426242279835151,71.91548909457379
M,1.5125,1.1875,0.475,32.034935,12.984071,7.257472,8.9300925,10.0,0.5260787112053805,60.893806036362484
F,1.25,0.9375,0.3125,16.23008875,7.24329725,3.75630875,4.9611625,10.0,0.21571604829641827,75.23820725520625
M,1.1875,0.9,0.3375,14.3731965,5.499803,3.5436875,4.3941725,10.0,0.21470822291877745,66.94292516890364
M,1.5625,1.2125,0.3375,34.8415355,14.04717725,8.221355,10.6310625,10.0,0.3896970812968319,89.40671401503579
M,1.3125,1.0,0.35,19.57532975,7.9662095,4.3941725,5.6699,10.0,0.2748893571891069,71.21166839694483
F,1.55,1.2625,0.4375,35.50774875,15.63474925,7.35669525,9.355335,10.0,0.5476848306027499,64.83244882083414
M,1.4125,1.1,0.4,23.79940525,8.32057825,4.66349275,8.0796075,10.0,0.3801327110843651,62.60814856503643
F,1.6625,1.3,0.45,38.82464025,17.4349425,8.674947,11.056305,10.0,0.5972953032637595,65.00074592559695
I,1.325,0.975,0.3375,16.68368075,8.94426725,3.742134,4.3941725,10.0,0.2519839560643985,66.20929764963378
F,1.375,1.0625,0.375,25.67047225,10.24834425,5.6982495,7.7961125,10.0,0.3324903357742127,77.20667185777178
F,1.475,1.225,0.3875,32.5168765,12.0485375,6.76135575,9.4970825,10.0,0.4567028960924647,71.19919049827219
M,1.4,1.0375,0.3375,26.01066625,12.71475075,6.13766675,7.37087,10.0,0.285325028489093,91.16153037024685
M,1.1625,0.875,0.325,13.62193475,5.6699,3.231843,4.1106775,10.0,0.19542915237663067,69.70267528842285
F,1.575,1.2125,0.4125,32.545226,12.06271225,6.53455975,8.788345,10.0,0.47629643269612787,68.3297706341704
M,1.4375,1.125,0.3875,23.7285315,10.47514025,4.40834725,6.520385,10.0,0.3851825758380845,61.60333563472127
M,1.45,1.1625,0.4125,31.59551775,13.11164375,6.80388,9.07184,10.0,0.437824194535956,72.1648509705766
F,1.5125,1.1875,0.35,31.25532375,13.380964,6.22271525,7.89533575,10.0,0.38763694509870145,80.63040467425431
F,1.525,1.225,0.475,33.43823525,14.3731965,7.4559185,11.623295,10.0,0.5598293565004406,59.72933512995166
M,1.425,1.0375,0.375,28.02348075,11.8217415,6.917278,9.07184,10.0,0.31702780943232556,88.39439290887206
F,1.6375,1.2875,0.5125,42.2124055,18.824068,9.79475225,10.77281,10.0,0.6672340893258295,63.264761461230556
M,1.625,1.3125,0.4125,39.41997975,18.5122235,8.63242275,8.9300925,10.0,0.5581005601524933,70.63239595966188
F,1.7375,1.3375,0.4875,51.24172125,22.2543575,10.70193625,12.757275,10.0,0.6849392955796054,74.81206229617548
M,1.375,1.0625,0.425,30.107169,12.28950825,8.00873375,8.221355,10.0,0.3768223805441077,79.89750756451129
F,1.5,1.1625,0.3875,28.13687875,15.46465225,5.17378375,8.3631025,10.0,0.41128939486711025,68.41138891775017
I,1.3625,1.0375,0.4,21.035329,8.15048125,4.57844425,6.6621325,10.0,0.3381629967278139,62.204703659316266
F,0.9375,0.7,0.25,8.66077225,2.721552,1.99863975,2.721552,10.0,0.0962112750161874,90.01826707465253
M,1.3875,1.0875,0.3625,22.92057075,10.47514025,4.57844425,6.3219385,10.0,0.336710316921686,68.07207738553195
M,0.8375,0.65,0.225,5.20213325,2.19708625,0.680388,1.8427175,10.0,0.07466191290796993,69.6758634675256
F,1.6625,1.3125,0.3875,39.3774555,18.21455375,8.37727725,10.77281,10.0,0.524276283779615,75.10821434858711
I,1.175,0.9125,0.2875,13.19669225,5.6982495,2.9199985,4.252425,10.0,0.18801542322877937,70.18941331181172
F,1.4875,1.1625,0.3625,27.499015,13.16834275,6.19436575,7.654365,10.0,0.3847545951982644,71.47157004279502
F,1.525,1.175,0.4875,30.1922175,13.4660125,8.051258,8.3631025,10.0,0.5286159154285436,57.11560439023762
M,1.35,1.05,0.425,28.81726675,13.7495075,6.2652395,8.3631025,10.0,0.36800812693691687,78.3060607651738
M,1.4375,1.125,0.3875,23.7285315,10.47514025,4.40834725,6.520385,10.0,0.3851825758380845,61.60333563472127
M,1.25,1.0,0.3375,21.44639675,7.92368525,3.628736,6.6621325,10.0,0.2650718801466388,80.90785313831014
M,1.6,1.2,0.4125,31.127751,14.061352,6.90310325,8.1363065,10.0,0.4665265090580843,66.72236281459513
M,1.4125,1.1,0.375,25.51455,10.78698475,5.9250455,7.2291225,10.0,0.3563744166415922,71.59478573250148
F,1.5875,1.3,0.4125,33.46658475,13.79203175,7.314171,9.4970825,10.0,0.5475206946584461,61.12387180337923
F,1.5625,1.2125,0.4375,36.570855,16.612807,7.3425205,8.9300925,10.0,0.5051628831625599,72.39418456686496
F,1.6125,1.2875,0.425,41.560367,17.56251525,8.674947,11.3398,10.0,0.5533160740750782,75.11143982121287
I,1.375,1.075,0.425,24.5790165,10.149121,4.32329875,7.7961125,10.0,0.3857409448448748,63.71897209378283
F,1.5625,1.25,0.45,34.529691,14.92601175,7.314171,10.02154825,10.0,0.5522330836388308,62.52738566924209
F,1.5625,1.2125,0.4125,38.612019,17.78931125,7.41339425,10.50348975,10.0,0.47629643269612787,81.06720174541819
M,1.4,1.1,0.4125,26.1098895,11.35397475,6.13766675,8.0796075,10.0,0.3920118583057514,66.60484612084228
M,1.5,1.125,0.3375,25.798045,12.20445975,5.23048275,7.1724235,10.0,0.3354815983105897,76.89853968120214
F,1.8125,1.4375,0.5,48.20832475,16.0741665,10.19164525,12.6155275,10.0,0.8114758367915041,59.40820732335172
M,1.25,1.0,0.3625,22.1976585,6.81805475,4.4508715,7.5126175,10.0,0.284706834231575,77.96672166269411
F,1.65,1.2875,0.3875,40.653183,17.78931125,8.51902475,9.7805775,10.0,0.5044940675390419,80.582083349977
M,1.6125,1.275,0.4125,36.7693015,16.6411565,8.29222875,10.3475675,10.0,0.5266646918663529,69.8153912116262
F,1.2875,1.0,0.35,19.97222275,8.00873375,3.8838815,6.0951425,10.0,0.2748893571891069,72.6554965758836
F,1.25,0.95,0.2625,17.0380495,8.561549,4.23825025,4.252425,10.0,0.18606573364737675,91.57005519506204
F,1.675,1.3,0.5125,43.0628905,20.68096025,10.999606,11.5382465,10.0,0.6802529842726148,63.30422871433127
M,1.3625,1.0625,0.3875,21.21960075,7.52679225,3.6570855,7.2291225,10.0,0.3435733469666865,61.76148684798152
I,1.4625,1.075,0.3625,21.70154225,9.241937,4.4508715,6.520385,10.0,0.3290143353088638,65.95926049735058
F,1.45,1.1,0.3875,25.287754,11.15552825,6.1518415,6.23689,10.0,0.36825356386297864,68.66940739074334
M,1.6125,1.2875,0.4375,38.385223,20.48251375,7.66853975,10.3475675,10.0,0.5695900762537569,67.39096167626889
F,1.375,1.0625,0.35,27.14464625,14.3731965,5.8683465,6.3219385,10.0,0.3103243133892652,87.471864365169
M,1.5,1.2125,0.375,30.63163475,12.94154675,5.386405,8.0796075,10.0,0.4329967569964799,70.74333526763348
F,1.3625,1.075,0.35,23.019794,8.77417025,4.60679375,6.23689,10.0,0.3176690134016616,72.46471336155695
I,1.025,0.75,0.225,7.98038425,3.55786225,1.927766,2.551455,6.0,0.09940195505498955,80.28397676469461
I,0.8,0.625,0.2125,5.06038575,2.22543575,0.9922325,1.530873,6.0,0.06519418348513975,77.6202028997488
I,0.8125,0.6,0.1875,5.82582225,2.65067825,1.37495075,1.5592225,6.0,0.053014376029327764,109.89136695256268
I,0.7,0.5125,0.2,3.21766825,1.5025235,0.89300925,0.850485,6.0,0.041257947270972206,77.98905332994718
I,0.875,0.6625,0.2125,5.59902625,2.22543575,1.190679,1.984465,6.0,0.07325218456390302,76.43493888043129
I,0.825,0.6375,0.1875,5.82582225,2.19708625,1.1056305,1.417475,6.0,0.059848260439358286,97.34321778496903
I,0.825,0.6625,0.225,5.613201,2.05533875,1.304077,1.644271,6.0,0.0775611365970738,72.37130921843367
